Insert , Search
74948.6 , 41808.4
75692.5 , 43836.8
77094.7 , 37856.7
75690 , 41287.5
76667.6 , 38258.5
92581.8 , 42393.6
76459.1 , 39238.8
78897.8 , 38009.6
77861.8 , 38239.6
80715.2 , 37996
77779.2 , 41410.9
84622.5 , 38730.9
79272.2 , 44239.2
80133.6 , 38326.2
84350.6 , 37865.2
80958.4 , 40189.3
79631.8 , 37833.5
79931.4 , 45858.7
84863.6 , 40258
81705.1 , 42691.1
79840.4 , 45097.4
84160 , 43085.6
83135.5 , 42938.7
80842.5 , 44429
85689.9 , 44734.9
83718.5 , 43278.7
86590 , 42443.3
81783.7 , 40616.8
85174.2 , 39565.8
87947.3 , 40622.2
86325.6 , 39418.3
95493.2 , 41825
84521.3 , 40474.6
88466.8 , 44789.3
84310 , 43665.3
82683.2 , 36833.9
90983.1 , 40780.7
91793.9 , 46469.9
86099.6 , 55417.5
92448 , 42827.1
85296.8 , 42563.1
89720.3 , 48041.4
91849.5 , 38099.6
86347 , 45133
88517.3 , 41443.9
88515.5 , 44706.7
90779 , 55437.6
92089 , 42897.7
88986.8 , 43685.6
88507.5 , 44665.4
88351.3 , 41404.9
91637.8 , 46049.5
87900.9 , 49565.1
90144.7 , 45614.2
89410.3 , 48870.1
89397.8 , 42909.1
98337.7 , 46493.6
93446.1 , 52033.2
130270 , 52762.9
138388 , 61458
95600.6 , 46464.3
94592 , 49799.2
90709.4 , 43140.2
92214.5 , 42498.7
94521.5 , 56928.7
97998 , 45727.1
96405.2 , 43837.2
94792.6 , 50438.9
99270.1 , 47635
93186.3 , 48066.6
96175.2 , 52168.2
98334.9 , 47439
95541.2 , 50862.6
97496.2 , 44675.6
97707.8 , 46296.8
101438 , 46986.7
102791 , 48081.4
95602.3 , 51594.8
97962.8 , 44585.6
102604 , 48494.3
97009.4 , 50401.5
97056.7 , 53752.5
100375 , 58845.1
96829.6 , 49160.8
104221 , 55864.2
103763 , 54458.4
101955 , 54632.5
102487 , 49157.5
99181.4 , 46343.8
101757 , 46961.5
109377 , 63235.3
102069 , 49228.9
99941.7 , 54120
104715 , 57314.4
103033 , 41508.8
102193 , 46056.8
100505 , 48627.2
100772 , 49271.2
102541 , 43722.5
102326 , 48099.6
101995 , 52326.2
115652 , 62471
118277 , 52385.7
103855 , 43300
117452 , 48278.8
107311 , 49918
103329 , 56089.9
104329 , 52247.3
104011 , 47186.4
105751 , 52916.2
113774 , 66079
108928 , 53491.4
105728 , 55996.3
114192 , 60983.1
109344 , 56281.6
110018 , 54615
108399 , 57006.6
105653 , 49799.4
106693 , 53951.8
109622 , 50446.9
107709 , 56812.7
