Insert_times,Search_times,num_insertCollisions,num_searchCollisions
6.606e-07,2.922e-08,15633,114
5.5977e-07,3.844e-08,13144,387
8.1057e-07,1.92e-08,19314,34
6.3025e-07,4.298e-08,14853,609
7.2969e-07,4.444e-08,17365,574
5.3848e-07,4.957e-08,12598,624
7.3238e-07,4.626e-08,17398,608
5.4145e-07,9.235e-08,12664,1735
4.2496e-07,2.281e-08,9716,118
6.0352e-07,2.736e-08,14209,254
6.103e-07,3.503e-08,14394,292
5.0592e-07,2.964e-08,11808,173
3.8543e-07,2.112e-08,8744,43
4.6668e-07,1.2177e-07,10775,2442
2.5957e-07,2.771e-08,5639,162
3.8906e-07,2.408e-08,8882,90
4.6635e-07,6.969e-08,10754,1050
4.8107e-07,2.314e-08,11127,65
3.5243e-07,1.3863e-07,7928,2631
2.7037e-07,2.741e-08,5914,70
3.6742e-07,3.653e-08,8310,241
2.292e-07,7.366e-08,4899,1153
2.0645e-07,4.511e-08,4304,486
4.722e-07,6.806e-08,10929,1123
4.6232e-07,2.98e-08,10702,185
3.3293e-07,9.584e-08,7442,1843
1.1491e-07,2.883e-08,2010,175
1.5246e-07,1.025e-07,2977,1968
1.8291e-07,2.603e-08,3713,177
1.8375e-07,3.051e-08,3736,222
2.6441e-07,3.521e-08,5732,303
2.5538e-07,5.13e-08,5526,720
2.0281e-07,4.782e-08,4229,627
1.474e-07,1.3286e-07,2832,2654
1.5493e-07,1.5197e-07,3025,3103
1.2959e-07,1.5534e-07,2404,3193
1.6476e-07,1.0011e-07,3269,1798
1.3346e-07,1.0107e-07,2504,1839
1.625e-07,1.4398e-07,3222,2873
2.9078e-07,1.0045e-07,6372,1893
2.0115e-07,1.9462e-07,4153,4103
3.8692e-07,1.1878e-07,8774,2252
3.0685e-07,1.1048e-07,6814,2009
3.4967e-07,1.127e-07,7871,2089
2.4169e-07,1.15e-07,5213,2246
3.9476e-07,2.628e-08,9002,169
5.4396e-07,4.037e-08,12725,280
1.6675e-07,3.59e-08,3350,360
4.875e-07,1.3049e-07,11299,2564
2.9325e-07,1.1174e-07,6450,2094
2.846e-07,4.399e-08,6269,447
3.5685e-07,9.189e-08,8084,1563
5.035e-07,1.1178e-07,11707,2138
2.7596e-07,6.354e-08,6007,918
2.0923e-07,4.582e-08,4394,565
2.104e-07,1.1689e-07,4427,2267
2.1915e-07,7.885e-08,4630,1328
2.1094e-07,1.5434e-07,4410,3170
3.4804e-07,2.3308e-07,7831,4907
2.2476e-07,5.535e-08,4754,784
2.5916e-07,1.5079e-07,5633,3043
3.9581e-07,5.406e-08,9052,741
4.1234e-07,1.6511e-07,9463,3383
4.5423e-07,5.162e-08,10503,792
2.7216e-07,5.1378e-07,5956,7095
4.6259e-07,6.2e-08,10181,703
2.5769e-07,5.288e-08,5543,455
3.3766e-07,6.717e-08,7545,873
2.8859e-07,5.882e-08,6320,842
3.6936e-07,6.125e-08,8386,834
2.5917e-07,2.191e-08,5614,90
2.2666e-07,6.592e-08,4760,806
3.1825e-07,4.836e-08,7069,463
3.6244e-07,6.214e-08,8212,812
4.3784e-07,1.586e-07,10074,3092
1.7678e-07,1.5033e-07,3595,3077
1.9286e-07,5.214e-08,3976,618
1.6471e-07,1.052e-07,3290,1977
1.0186e-07,5.772e-08,1700,812
1.896e-07,1.1549e-07,3865,2005
1.5239e-07,3.329e-08,2977,206
1.3931e-07,4.924e-08,2619,596
3.3547e-07,1.1653e-07,7553,2200
3.298e-07,6.114e-08,7410,877
2.3077e-07,4.056e-08,4850,369
2.1857e-07,4.39e-08,4618,468
4.5603e-07,2.4892e-07,3307,5102
1.2965e-07,1.9023e-07,2218,3532
1.4425e-07,7.48e-08,2645,1006
1.2921e-07,1.9879e-07,2379,3740
1.3589e-07,3.559e-08,2539,198
1.4668e-07,1.6711e-07,2806,3340
1.8316e-07,1.7787e-07,3692,3481
1.7845e-07,6.439e-08,3602,839
1.5579e-07,4.724e-08,3009,544
2.274e-07,7.503e-08,4869,1167
1.8223e-07,7.068e-08,3689,1058
2.3695e-07,6.323e-08,5045,925
2.2514e-07,1.9082e-07,4768,3826
3.0691e-07,5.176e-08,6744,661
6.2244e-07,7.753e-08,14547,1186
9.8051e-07,1.7088e-07,23627,3424
1.648e-06,4.322e-08,40180,440
1.79305e-06,1.0537e-07,43830,1880
1.24236e-06,1.2053e-07,30144,2116
1.85038e-06,3.431e-08,45328,251
1.06029e-06,1.4347e-07,25583,2764
1.54539e-06,8.163e-08,37731,1278
9.66e-07,4.129e-08,23250,414
1.10876e-06,4.992e-08,26749,473
1.14463e-06,4.0018e-07,23830,8531
9.863e-07,4.999e-08,23689,557
1.1177e-06,1.7474e-07,27006,3471
1.65094e-06,1.3572e-07,40316,2623
2.42122e-06,1.7703e-07,59532,3552
4.28434e-06,1.4151e-07,106029,2740
3.13518e-05,6.181e-08,770148,858
0.000107959,7.539e-08,2.74846e+06,561
